Região_de_Saude,Casos,População_Total,População_Normalizada,casos_normalizados_cem_mil,casos_normalizados,PRECIPITAÇÃO_NORMALIZADA,TEMP_MAX_NORMALIZADA,TEMP_MIN_NORMALIZADA,UMIDADE_MAX_NORMALIZADA,UMIDADE_MIN_NORMALIZADA,Ano
. Estrutural,353.0,3068700,0.0655691575193736,11.503242415355036,0.0302766660866539,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Guará,745.0,10784700,0.2577121142697771,6.907934388531902,0.0643814163911606,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Núcleo Bandeirante,143.0,2313400,0.0467607625953742,6.181378058269214,0.012006264137811,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Park Way,92.0,2034500,0.0398156264318584,4.521995576308676,0.0075691665216634,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Riacho Fundo I,283.0,3529100,0.0770339860947865,8.019041682015246,0.0241865321037062,0.3195758000577233,0.4950809552662324,0.3648286452432401,0.0898258295493412,0.0484504198433434,2023
. Riacho Fundo II,1023.0,3710800,0.081558658883997,27.56817936833028,0.0885679484948668,0.3195758000577233,0.4950809552662324,0.3648286452432401,0.0898258295493412,0.0484504198433434,2023
. SIA,8.0,435600,0.0,1.8365472910927456,0.0002610057421263,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Jardim Botânico,309.0,3586500,0.0784633543837281,8.615641990798828,0.0264485818688011,0.2532075969608193,0.4097322189453351,0.3632761061565774,0.2790999591977013,0.2516146373429014,2023
. Itapoã,551.0,5208900,0.1188641751499093,10.57804910825702,0.0475030450669914,0.2532075969608193,0.4097322189453351,0.3632761061565774,0.2790999591977013,0.2516146373429014,2023
. Paranoá,1006.0,4828100,0.1093815367452238,20.836353845197905,0.087088915956151,0.2532075969608193,0.4097322189453351,0.3632761061565774,0.2790999591977013,0.2516146373429014,2023
. São Sebastião,2099.0,7457000,0.1748461063410163,28.148048813195658,0.182182008004176,0.2532075969608193,0.4097322189453351,0.3632761061565774,0.2790999591977013,0.2516146373429014,2023
. Fercal,49.0,876300,0.0109742614100444,5.591692342804976,0.0038280842178527,0.1877519196285647,0.338840935526886,0.2516532014749172,0.207036449708171,0.1727093747317453,2023
. Planaltina,2164.0,17265700,0.4191012411100265,12.533520216382769,0.1878371324169131,0.1877519196285647,0.338840935526886,0.2516532014749172,0.207036449708171,0.1727093747317453,2023
. Sobradinho,1694.0,7025200,0.1640934717214176,24.11319250697489,0.1469462328171219,0.1877519196285647,0.338840935526886,0.2516532014749172,0.207036449708171,0.1727093747317453,2023
. Sobradinho II,725.0,8083000,0.1904346873319122,8.969442038846964,0.0626413781103184,0.1877519196285647,0.338840935526886,0.2516532014749172,0.207036449708171,0.1727093747317453,2023
. Brazlândia,2545.0,5797400,0.1335189353945454,43.8989892020561,0.2209848616669566,0.3661341523238916,0.4100611416179657,0.3832179906771693,0.0206428154899025,0.0151400664757489,2023
. Ceilândia,5280.0,40593200,1.0,13.007104638215267,0.4589350965721246,0.3661341523238916,0.4100611416179657,0.3832179906771693,0.0206428154899025,0.0151400664757489,2023
. Águas Claras,743.0,9892800,0.2355021216407355,7.510512696102216,0.0642074125630763,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Recanto Das Emas,2566.0,12361500,0.2969774090085065,20.75799862476237,0.2228119018618409,0.3195758000577233,0.4950809552662324,0.3648286452432401,0.0898258295493412,0.0484504198433434,2023
. Samambaia,3518.0,20123000,0.490253401597705,17.482482731203103,0.3056377240299286,0.3195758000577233,0.4950809552662324,0.3648286452432401,0.0898258295493412,0.0484504198433434,2023
. Taguatinga,2169.0,20570200,0.5013895252704345,10.544379733789658,0.1882721419871237,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Vicente Pires,1099.0,6106600,0.1412185987210391,17.996921363770348,0.0951800939620671,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Gama,933.0,13454900,0.3242051317807837,6.934276731896929,0.080737776231077,0.3195758000577233,0.4950809552662324,0.3648286452432401,0.0898258295493412,0.0484504198433434,2023
. Santa Maria,670.0,11969100,0.2872059087196446,5.597747533231404,0.0578562728380024,0.3195758000577233,0.4950809552662324,0.3648286452432401,0.0898258295493412,0.0484504198433434,2023
Angra dos Reis,3248.0,16743400,0.4060949857561209,19.39868843842947,0.2821472072385592,0.703771757749721,0.6884242972799155,0.7291530111053017,0.869219021577829,0.8641554818230713,2023
Campos de Goytacazes,8300.0,4835400,0.1095633205171623,171.6507424411631,0.7216808769792935,0.1302537651609678,0.9428488042823164,0.9176374247360752,0.6423498608242489,0.6678993490523059,2023
Macaé,604.0,24639100,0.6027128115226009,2.4513882406419065,0.0521141465112232,0.2416064171693651,0.7926623104702228,0.8099291258154275,0.8133158078025312,0.8471636131633823,2023
Arraial do Cabo,134.0,3098600,0.0663137239277247,4.324533660362745,0.011223246911432,0.0,0.7245367183934655,0.8444208183730069,0.7437251033730734,0.8203445125453052,2023
